date,property_id,surface_m2,bedrooms,location_score,listing_price,is_booked
2022-12-05,PROP_049,20,1,8.8,60,0
2022-12-05,PROP_050,89,3,9.3,245,0
2022-12-06,PROP_001,47,2,8,136,0
2022-12-06,PROP_002,22,1,7.6,69,0
2022-12-06,PROP_003,115,4,7.9,313,0
2022-12-06,PROP_004,72,2,7.7,167,0
2022-12-06,PROP_005,26,1,9.2,81,1
2022-12-06,PROP_006,101,4,9.1,242,1
2022-12-06,PROP_007,117,4,6.6,324,0
2022-12-06,PROP_008,64,2,9.5,163,1
2022-12-06,PROP_009,43,1,9.9,127,0
2022-12-06,PROP_010,39,1,9.8,107,0
2022-12-06,PROP_011,102,4,7.8,265,1
2022-12-06,PROP_012,54,2,8.8,152,0
2022-12-06,PROP_013,116,4,6.2,309,0
2022-12-06,PROP_014,28,1,9.6,74,1
2022-12-06,PROP_015,91,3,8.3,239,0
2022-12-06,PROP_016,29,1,8,76,0
2022-12-06,PROP_017,75,2,8,206,0
2022-12-06,PROP_018,105,4,8.3,272,0
2022-12-06,PROP_019,80,3,9.8,204,1
2022-12-06,PROP_020,71,2,7.3,199,0
2022-12-06,PROP_021,55,2,9.1,128,1
2022-12-06,PROP_022,45,1,6.3,119,0
2022-12-06,PROP_023,104,4,8.3,257,0
2022-12-06,PROP_024,47,2,7.2,138,0
2022-12-06,PROP_025,32,1,6.6,103,0
2022-12-06,PROP_026,52,2,6.2,141,0
2022-12-06,PROP_027,100,3,7.9,249,0
2022-12-06,PROP_028,29,1,7.6,78,0
2022-12-06,PROP_029,113,4,7.2,324,0
2022-12-06,PROP_030,29,1,10,79,1
2022-12-06,PROP_031,117,4,9.5,291,0
2022-12-06,PROP_032,119,4,7,297,0
2022-12-06,PROP_033,26,1,6.5,83,0
2022-12-06,PROP_034,70,2,8.5,193,0
2022-12-06,PROP_035,65,2,6.6,179,0
2022-12-06,PROP_036,21,1,6.8,59,1
2022-12-06,PROP_037,68,2,7.6,200,0
2022-12-06,PROP_038,53,2,9.1,152,0
2022-12-06,PROP_039,103,4,6.1,250,0
2022-12-06,PROP_040,96,3,9.3,244,0
2022-12-06,PROP_041,113,4,6.7,316,0
2022-12-06,PROP_042,85,3,9.8,219,1
2022-12-06,PROP_043,95,3,9.4,251,0
2022-12-06,PROP_044,30,1,7.5,69,1
2022-12-06,PROP_045,33,1,6.4,98,0
2022-12-06,PROP_046,56,2,8.7,131,0
2022-12-06,PROP_047,45,1,8.3,127,0
2022-12-06,PROP_048,110,4,6.5,282,1
2022-12-06,PROP_049,20,1,8.8,60,0
2022-12-06,PROP_050,89,3,9.3,257,0
2022-12-07,PROP_001,47,2,8,136,0
2022-12-07,PROP_002,22,1,7.6,68,1
2022-12-07,PROP_003,115,4,7.9,328,1
2022-12-07,PROP_004,72,2,7.7,185,1
2022-12-07,PROP_005,26,1,9.2,80,0
2022-12-07,PROP_006,101,4,9.1,282,0
2022-12-07,PROP_007,117,4,6.6,284,1
2022-12-07,PROP_008,64,2,9.5,173,1
2022-12-07,PROP_009,43,1,9.9,113,0
2022-12-07,PROP_010,39,1,9.8,118,0
2022-12-07,PROP_011,102,4,7.8,248,0
2022-12-07,PROP_012,54,2,8.8,145,1
2022-12-07,PROP_013,116,4,6.2,335,0
2022-12-07,PROP_014,28,1,9.6,69,1
2022-12-07,PROP_015,91,3,8.3,224,1
2022-12-07,PROP_016,29,1,8,82,0
2022-12-07,PROP_017,75,2,8,171,0
2022-12-07,PROP_018,105,4,8.3,260,0
2022-12-07,PROP_019,80,3,9.8,198,1
2022-12-07,PROP_020,71,2,7.3,200,0
2022-12-07,PROP_021,55,2,9.1,128,1
2022-12-07,PROP_022,45,1,6.3,125,0
2022-12-07,PROP_023,104,4,8.3,258,0
2022-12-07,PROP_024,47,2,7.2,139,0
2022-12-07,PROP_025,32,1,6.6,98,0
2022-12-07,PROP_026,52,2,6.2,137,0
2022-12-07,PROP_027,100,3,7.9,228,1
2022-12-07,PROP_028,29,1,7.6,84,0
2022-12-07,PROP_029,113,4,7.2,327,0
2022-12-07,PROP_030,29,1,10,72,0
2022-12-07,PROP_031,117,4,9.5,314,0
2022-12-07,PROP_032,119,4,7,306,0
2022-12-07,PROP_033,26,1,6.5,84,0
2022-12-07,PROP_034,70,2,8.5,196,0
2022-12-07,PROP_035,65,2,6.6,184,0
2022-12-07,PROP_036,21,1,6.8,62,0
2022-12-07,PROP_037,68,2,7.6,182,1
2022-12-07,PROP_038,53,2,9.1,140,0
2022-12-07,PROP_039,103,4,6.1,295,0
2022-12-07,PROP_040,96,3,9.3,237,0
2022-12-07,PROP_041,113,4,6.7,296,0
2022-12-07,PROP_042,85,3,9.8,239,0
2022-12-07,PROP_043,95,3,9.4,228,0
2022-12-07,PROP_044,30,1,7.5,83,0
2022-12-07,PROP_045,33,1,6.4,89,1
2022-12-07,PROP_046,56,2,8.7,146,1
2022-12-07,PROP_047,45,1,8.3,118,1
2022-12-07,PROP_048,110,4,6.5,305,0
2022-12-07,PROP_049,20,1,8.8,57,0
2022-12-07,PROP_050,89,3,9.3,262,0
2022-12-08,PROP_001,47,2,8,119,0
2022-12-08,PROP_002,22,1,7.6,65,0
2022-12-08,PROP_003,115,4,7.9,328,0
2022-12-08,PROP_004,72,2,7.7,169,0
2022-12-08,PROP_005,26,1,9.2,80,0
2022-12-08,PROP_006,101,4,9.1,250,0
2022-12-08,PROP_007,117,4,6.6,327,0
2022-12-08,PROP_008,64,2,9.5,182,0
2022-12-08,PROP_009,43,1,9.9,128,0
2022-12-08,PROP_010,39,1,9.8,124,0
2022-12-08,PROP_011,102,4,7.8,245,0
2022-12-08,PROP_012,54,2,8.8,134,0
2022-12-08,PROP_013,116,4,6.2,329,0
2022-12-08,PROP_014,28,1,9.6,69,1
2022-12-08,PROP_015,91,3,8.3,216,1
2022-12-08,PROP_016,29,1,8,80,0
2022-12-08,PROP_017,75,2,8,191,0
2022-12-08,PROP_018,105,4,8.3,255,1
2022-12-08,PROP_019,80,3,9.8,213,1
2022-12-08,PROP_020,71,2,7.3,201,0
2022-12-08,PROP_021,55,2,9.1,149,0
2022-12-08,PROP_022,45,1,6.3,119,0
2022-12-08,PROP_023,104,4,8.3,247,1
2022-12-08,PROP_024,47,2,7.2,119,0
2022-12-08,PROP_025,32,1,6.6,101,0
2022-12-08,PROP_026,52,2,6.2,127,1
2022-12-08,PROP_027,100,3,7.9,262,1
2022-12-08,PROP_028,29,1,7.6,70,0
2022-12-08,PROP_029,113,4,7.2,278,0
2022-12-08,PROP_030,29,1,10,77,0
2022-12-08,PROP_031,117,4,9.5,270,0
2022-12-08,PROP_032,119,4,7,277,0
2022-12-08,PROP_033,26,1,6.5,83,0
2022-12-08,PROP_034,70,2,8.5,189,0
2022-12-08,PROP_035,65,2,6.6,180,0
2022-12-08,PROP_036,21,1,6.8,58,0
2022-12-08,PROP_037,68,2,7.6,179,0
2022-12-08,PROP_038,53,2,9.1,147,0
2022-12-08,PROP_039,103,4,6.1,262,0
2022-12-08,PROP_040,96,3,9.3,247,0
2022-12-08,PROP_041,113,4,6.7,269,0
2022-12-08,PROP_042,85,3,9.8,238,0
2022-12-08,PROP_043,95,3,9.4,258,0
2022-12-08,PROP_044,30,1,7.5,84,0
2022-12-08,PROP_045,33,1,6.4,86,0
2022-12-08,PROP_046,56,2,8.7,154,1
2022-12-08,PROP_047,45,1,8.3,130,0
2022-12-08,PROP_048,110,4,6.5,258,0
2022-12-08,PROP_049,20,1,8.8,51,0
2022-12-08,PROP_050,89,3,9.3,247,0
2022-12-09,PROP_001,47,2,8,167,0
2022-12-09,PROP_002,22,1,7.6,72,0
2022-12-09,PROP_003,115,4,7.9,388,0
2022-12-09,PROP_004,72,2,7.7,224,0
2022-12-09,PROP_005,26,1,9.2,96,0
2022-12-09,PROP_006,101,4,9.1,338,0
2022-12-09,PROP_007,117,4,6.6,349,0
2022-12-09,PROP_008,64,2,9.5,205,0
2022-12-09,PROP_009,43,1,9.9,162,1
2022-12-09,PROP_010,39,1,9.8,145,0
2022-12-09,PROP_011,102,4,7.8,315,0
2022-12-09,PROP_012,54,2,8.8,167,0
2022-12-09,PROP_013,116,4,6.2,336,1
2022-12-09,PROP_014,28,1,9.6,90,0
2022-12-09,PROP_015,91,3,8.3,270,0
2022-12-09,PROP_016,29,1,8,91,0
2022-12-09,PROP_017,75,2,8,216,0
2022-12-09,PROP_018,105,4,8.3,345,0
2022-12-09,PROP_019,80,3,9.8,243,1
2022-12-09,PROP_020,71,2,7.3,221,0
2022-12-09,PROP_021,55,2,9.1,182,0
2022-12-09,PROP_022,45,1,6.3,135,0
2022-12-09,PROP_023,104,4,8.3,311,0
2022-12-09,PROP_024,47,2,7.2,147,1
2022-12-09,PROP_025,32,1,6.6,119,0
2022-12-09,PROP_026,52,2,6.2,178,0
2022-12-09,PROP_027,100,3,7.9,305,1
2022-12-09,PROP_028,29,1,7.6,94,0
2022-12-09,PROP_029,113,4,7.2,332,1
2022-12-09,PROP_030,29,1,10,94,1
2022-12-09,PROP_031,117,4,9.5,356,1
2022-12-09,PROP_032,119,4,7,357,0
2022-12-09,PROP_033,26,1,6.5,102,0
2022-12-09,PROP_034,70,2,8.5,241,0
2022-12-09,PROP_035,65,2,6.6,216,0
2022-12-09,PROP_036,21,1,6.8,74,0
2022-12-09,PROP_037,68,2,7.6,223,1
2022-12-09,PROP_038,53,2,9.1,163,1
2022-12-09,PROP_039,103,4,6.1,335,0
2022-12-09,PROP_040,96,3,9.3,285,0
2022-12-09,PROP_041,113,4,6.7,361,0
2022-12-09,PROP_042,85,3,9.8,280,0
2022-12-09,PROP_043,95,3,9.4,312,0
2022-12-09,PROP_044,30,1,7.5,85,1
2022-12-09,PROP_045,33,1,6.4,107,1
2022-12-09,PROP_046,56,2,8.7,170,0
2022-12-09,PROP_047,45,1,8.3,131,0
2022-12-09,PROP_048,110,4,6.5,373,0
2022-12-09,PROP_049,20,1,8.8,63,1
2022-12-09,PROP_050,89,3,9.3,305,1
2022-12-10,PROP_001,47,2,8,168,0
2022-12-10,PROP_002,22,1,7.6,69,0
2022-12-10,PROP_003,115,4,7.9,341,0
2022-12-10,PROP_004,72,2,7.7,215,0
2022-12-10,PROP_005,26,1,9.2,94,1
2022-12-10,PROP_006,101,4,9.1,343,0
2022-12-10,PROP_007,117,4,6.6,387,0
2022-12-10,PROP_008,64,2,9.5,204,1
2022-12-10,PROP_009,43,1,9.9,156,0
2022-12-10,PROP_010,39,1,9.8,128,1
2022-12-10,PROP_011,102,4,7.8,285,0
2022-12-10,PROP_012,54,2,8.8,181,0
2022-12-10,PROP_013,116,4,6.2,356,1
2022-12-10,PROP_014,28,1,9.6,77,1
2022-12-10,PROP_015,91,3,8.3,285,0
2022-12-10,PROP_016,29,1,8,99,0
2022-12-10,PROP_017,75,2,8,241,0
2022-12-10,PROP_018,105,4,8.3,345,0
2022-12-10,PROP_019,80,3,9.8,247,0
2022-12-10,PROP_020,71,2,7.3,210,0
2022-12-10,PROP_021,55,2,9.1,165,1
2022-12-10,PROP_022,45,1,6.3,131,0
2022-12-10,PROP_023,104,4,8.3,343,0
2022-12-10,PROP_024,47,2,7.2,150,0
2022-12-10,PROP_025,32,1,6.6,119,0
2022-12-10,PROP_026,52,2,6.2,182,0
2022-12-10,PROP_027,100,3,7.9,278,1
2022-12-10,PROP_028,29,1,7.6,85,1
2022-12-10,PROP_029,113,4,7.2,332,0
2022-12-10,PROP_030,29,1,10,91,0
2022-12-10,PROP_031,117,4,9.5,371,0
2022-12-10,PROP_032,119,4,7,376,1
2022-12-10,PROP_033,26,1,6.5,102,0
2022-12-10,PROP_034,70,2,8.5,239,0
2022-12-10,PROP_035,65,2,6.6,192,1
2022-12-10,PROP_036,21,1,6.8,79,0
2022-12-10,PROP_037,68,2,7.6,233,0
2022-12-10,PROP_038,53,2,9.1,172,1
2022-12-10,PROP_039,103,4,6.1,317,0
2022-12-10,PROP_040,96,3,9.3,292,0
2022-12-10,PROP_041,113,4,6.7,367,0
2022-12-10,PROP_042,85,3,9.8,292,0
2022-12-10,PROP_043,95,3,9.4,301,0
2022-12-10,PROP_044,30,1,7.5,93,0
2022-12-10,PROP_045,33,1,6.4,116,1
2022-12-10,PROP_046,56,2,8.7,155,1
2022-12-10,PROP_047,45,1,8.3,150,1
2022-12-10,PROP_048,110,4,6.5,318,1
2022-12-10,PROP_049,20,1,8.8,66,1
2022-12-10,PROP_050,89,3,9.3,309,1
2022-12-11,PROP_001,47,2,8,124,0
2022-12-11,PROP_002,22,1,7.6,64,0
2022-12-11,PROP_003,115,4,7.9,290,1
2022-12-11,PROP_004,72,2,7.7,199,0
2022-12-11,PROP_005,26,1,9.2,79,1
2022-12-11,PROP_006,101,4,9.1,258,0
2022-12-11,PROP_007,117,4,6.6,302,1
2022-12-11,PROP_008,64,2,9.5,173,1
2022-12-11,PROP_009,43,1,9.9,132,0
2022-12-11,PROP_010,39,1,9.8,113,0
2022-12-11,PROP_011,102,4,7.8,251,0
2022-12-11,PROP_012,54,2,8.8,142,1
2022-12-11,PROP_013,116,4,6.2,303,1
2022-12-11,PROP_014,28,1,9.6,72,0
2022-12-11,PROP_015,91,3,8.3,241,1
2022-12-11,PROP_016,29,1,8,75,1
2022-12-11,PROP_017,75,2,8,187,1
2022-12-11,PROP_018,105,4,8.3,272,0
2022-12-11,PROP_019,80,3,9.8,204,0
2022-12-11,PROP_020,71,2,7.3,176,1
2022-12-11,PROP_021,55,2,9.1,137,0
2022-12-11,PROP_022,45,1,6.3,111,1
2022-12-11,PROP_023,104,4,8.3,281,0
2022-12-11,PROP_024,47,2,7.2,118,0
2022-12-11,PROP_025,32,1,6.6,90,0
2022-12-11,PROP_026,52,2,6.2,139,0
2022-12-11,PROP_027,100,3,7.9,254,0
2022-12-11,PROP_028,29,1,7.6,71,0
2022-12-11,PROP_029,113,4,7.2,308,0
2022-12-11,PROP_030,29,1,10,77,1
2022-12-11,PROP_031,117,4,9.5,305,0
2022-12-11,PROP_032,119,4,7,316,0
2022-12-11,PROP_033,26,1,6.5,79,0
2022-12-11,PROP_034,70,2,8.5,208,0
2022-12-11,PROP_035,65,2,6.6,183,0
2022-12-11,PROP_036,21,1,6.8,63,1
2022-12-11,PROP_037,68,2,7.6,180,0
2022-12-11,PROP_038,53,2,9.1,158,1
2022-12-11,PROP_039,103,4,6.1,283,0
2022-12-11,PROP_040,96,3,9.3,270,0
2022-12-11,PROP_041,113,4,6.7,318,0
2022-12-11,PROP_042,85,3,9.8,232,0
2022-12-11,PROP_043,95,3,9.4,242,0
2022-12-11,PROP_044,30,1,7.5,82,0
2022-12-11,PROP_045,33,1,6.4,101,0
2022-12-11,PROP_046,56,2,8.7,153,0
2022-12-11,PROP_047,45,1,8.3,119,0
2022-12-11,PROP_048,110,4,6.5,282,0
2022-12-11,PROP_049,20,1,8.8,61,0
2022-12-11,PROP_050,89,3,9.3,231,0
2022-12-12,PROP_001,47,2,8,120,0
2022-12-12,PROP_002,22,1,7.6,70,0
2022-12-12,PROP_003,115,4,7.9,312,0
2022-12-12,PROP_004,72,2,7.7,171,0
2022-12-12,PROP_005,26,1,9.2,77,1
2022-12-12,PROP_006,101,4,9.1,269,0
2022-12-12,PROP_007,117,4,6.6,295,0
2022-12-12,PROP_008,64,2,9.5,156,1
2022-12-12,PROP_009,43,1,9.9,133,0
2022-12-12,PROP_010,39,1,9.8,122,0
2022-12-12,PROP_011,102,4,7.8,252,1
2022-12-12,PROP_012,54,2,8.8,127,1
2022-12-12,PROP_013,116,4,6.2,302,1
2022-12-12,PROP_014,28,1,9.6,68,1
2022-12-12,PROP_015,91,3,8.3,231,0
2022-12-12,PROP_016,29,1,8,77,1
2022-12-12,PROP_017,75,2,8,193,1
2022-12-12,PROP_018,105,4,8.3,299,0
2022-12-12,PROP_019,80,3,9.8,202,1
2022-12-12,PROP_020,71,2,7.3,188,0
2022-12-12,PROP_021,55,2,9.1,131,1
2022-12-12,PROP_022,45,1,6.3,108,0
2022-12-12,PROP_023,104,4,8.3,285,0
2022-12-12,PROP_024,47,2,7.2,140,0
2022-12-12,PROP_025,32,1,6.6,86,1
2022-12-12,PROP_026,52,2,6.2,141,0
2022-12-12,PROP_027,100,3,7.9,248,0
2022-12-12,PROP_028,29,1,7.6,75,1
2022-12-12,PROP_029,113,4,7.2,315,0
2022-12-12,PROP_030,29,1,10,71,0
2022-12-12,PROP_031,117,4,9.5,291,1
2022-12-12,PROP_032,119,4,7,324,0
2022-12-12,PROP_033,26,1,6.5,83,0
2022-12-12,PROP_034,70,2,8.5,184,0
2022-12-12,PROP_035,65,2,6.6,165,0
2022-12-12,PROP_036,21,1,6.8,61,0
2022-12-12,PROP_037,68,2,7.6,171,1
2022-12-12,PROP_038,53,2,9.1,135,1
2022-12-12,PROP_039,103,4,6.1,259,1
2022-12-12,PROP_040,96,3,9.3,256,0
2022-12-12,PROP_041,113,4,6.7,267,0
2022-12-12,PROP_042,85,3,9.8,210,1
2022-12-12,PROP_043,95,3,9.4,234,1
2022-12-12,PROP_044,30,1,7.5,74,0
2022-12-12,PROP_045,33,1,6.4,99,0
2022-12-12,PROP_046,56,2,8.7,154,0
2022-12-12,PROP_047,45,1,8.3,114,0
2022-12-12,PROP_048,110,4,6.5,257,1
2022-12-12,PROP_049,20,1,8.8,52,1
2022-12-12,PROP_050,89,3,9.3,253,1
2022-12-13,PROP_001,47,2,8,125,1
2022-12-13,PROP_002,22,1,7.6,65,0
2022-12-13,PROP_003,115,4,7.9,311,1
2022-12-13,PROP_004,72,2,7.7,194,0
2022-12-13,PROP_005,26,1,9.2,74,0
2022-12-13,PROP_006,101,4,9.1,283,1
2022-12-13,PROP_007,117,4,6.6,324,0
2022-12-13,PROP_008,64,2,9.5,172,0
2022-12-13,PROP_009,43,1,9.9,127,1
2022-12-13,PROP_010,39,1,9.8,103,1
2022-12-13,PROP_011,102,4,7.8,251,0
2022-12-13,PROP_012,54,2,8.8,142,0
2022-12-13,PROP_013,116,4,6.2,312,0
2022-12-13,PROP_014,28,1,9.6,74,1
2022-12-13,PROP_015,91,3,8.3,243,1
2022-12-13,PROP_016,29,1,8,81,0
2022-12-13,PROP_017,75,2,8,186,0
2022-12-13,PROP_018,105,4,8.3,282,0
2022-12-13,PROP_019,80,3,9.8,213,0
2022-12-13,PROP_020,71,2,7.3,203,0
2022-12-13,PROP_021,55,2,9.1,145,0
2022-12-13,PROP_022,45,1,6.3,114,0
2022-12-13,PROP_023,104,4,8.3,263,1
2022-12-13,PROP_024,47,2,7.2,124,0
2022-12-13,PROP_025,32,1,6.6,88,1
2022-12-13,PROP_026,52,2,6.2,154,0
2022-12-13,PROP_027,100,3,7.9,244,0
2022-12-13,PROP_028,29,1,7.6,84,0
2022-12-13,PROP_029,113,4,7.2,300,0
2022-12-13,PROP_030,29,1,10,82,0
2022-12-13,PROP_031,117,4,9.5,290,1
2022-12-13,PROP_032,119,4,7,300,0
2022-12-13,PROP_033,26,1,6.5,82,0
2022-12-13,PROP_034,70,2,8.5,195,0
2022-12-13,PROP_035,65,2,6.6,158,0
2022-12-13,PROP_036,21,1,6.8,57,1
2022-12-13,PROP_037,68,2,7.6,177,1
2022-12-13,PROP_038,53,2,9.1,139,0
2022-12-13,PROP_039,103,4,6.1,257,0
2022-12-13,PROP_040,96,3,9.3,276,1
2022-12-13,PROP_041,113,4,6.7,320,0
2022-12-13,PROP_042,85,3,9.8,237,0
2022-12-13,PROP_043,95,3,9.4,233,1
2022-12-13,PROP_044,30,1,7.5,80,1
2022-12-13,PROP_045,33,1,6.4,85,0
2022-12-13,PROP_046,56,2,8.7,130,1
2022-12-13,PROP_047,45,1,8.3,110,0
2022-12-13,PROP_048,110,4,6.5,289,0
2022-12-13,PROP_049,20,1,8.8,58,0
2022-12-13,PROP_050,89,3,9.3,261,0
2022-12-14,PROP_001,47,2,8,140,1
2022-12-14,PROP_002,22,1,7.6,60,1
2022-12-14,PROP_003,115,4,7.9,328,0
2022-12-14,PROP_004,72,2,7.7,168,1
2022-12-14,PROP_005,26,1,9.2,73,0
2022-12-14,PROP_006,101,4,9.1,288,0
2022-12-14,PROP_007,117,4,6.6,292,1
2022-12-14,PROP_008,64,2,9.5,180,1
2022-12-14,PROP_009,43,1,9.9,134,1
2022-12-14,PROP_010,39,1,9.8,123,1
2022-12-14,PROP_011,102,4,7.8,275,0
2022-12-14,PROP_012,54,2,8.8,127,1
2022-12-14,PROP_013,116,4,6.2,282,0
2022-12-14,PROP_014,28,1,9.6,74,1
2022-12-14,PROP_015,91,3,8.3,251,0
2022-12-14,PROP_016,29,1,8,84,1
2022-12-14,PROP_017,75,2,8,200,0
2022-12-14,PROP_018,105,4,8.3,309,0
2022-12-14,PROP_019,80,3,9.8,202,1
2022-12-14,PROP_020,71,2,7.3,194,0
2022-12-14,PROP_021,55,2,9.1,143,1
2022-12-14,PROP_022,45,1,6.3,110,0
2022-12-14,PROP_023,104,4,8.3,251,0
2022-12-14,PROP_024,47,2,7.2,136,0
2022-12-14,PROP_025,32,1,6.6,98,0
2022-12-14,PROP_026,52,2,6.2,137,1
2022-12-14,PROP_027,100,3,7.9,241,0
2022-12-14,PROP_028,29,1,7.6,75,0
2022-12-14,PROP_029,113,4,7.2,304,0
2022-12-14,PROP_030,29,1,10,86,1
2022-12-14,PROP_031,117,4,9.5,327,1
2022-12-14,PROP_032,119,4,7,272,1
2022-12-14,PROP_033,26,1,6.5,73,0
2022-12-14,PROP_034,70,2,8.5,176,1
2022-12-14,PROP_035,65,2,6.6,156,0
2022-12-14,PROP_036,21,1,6.8,65,0
2022-12-14,PROP_037,68,2,7.6,193,1
2022-12-14,PROP_038,53,2,9.1,154,0
2022-12-14,PROP_039,103,4,6.1,280,0
2022-12-14,PROP_040,96,3,9.3,236,1
2022-12-14,PROP_041,113,4,6.7,313,0
2022-12-14,PROP_042,85,3,9.8,239,0
2022-12-14,PROP_043,95,3,9.4,223,0
2022-12-14,PROP_044,30,1,7.5,72,1
2022-12-14,PROP_045,33,1,6.4,91,1
2022-12-14,PROP_046,56,2,8.7,141,0
2022-12-14,PROP_047,45,1,8.3,130,0
2022-12-14,PROP_048,110,4,6.5,274,1
2022-12-14,PROP_049,20,1,8.8,58,0
2022-12-14,PROP_050,89,3,9.3,233,1
2022-12-15,PROP_001,47,2,8,125,1
2022-12-15,PROP_002,22,1,7.6,66,0
2022-12-15,PROP_003,115,4,7.9,282,0
2022-12-15,PROP_004,72,2,7.7,190,1
2022-12-15,PROP_005,26,1,9.2,77,1
2022-12-15,PROP_006,101,4,9.1,258,1
2022-12-15,PROP_007,117,4,6.6,291,0
2022-12-15,PROP_008,64,2,9.5,175,0
2022-12-15,PROP_009,43,1,9.9,134,0
2022-12-15,PROP_010,39,1,9.8,116,1
2022-12-15,PROP_011,102,4,7.8,239,0
2022-12-15,PROP_012,54,2,8.8,142,0
2022-12-15,PROP_013,116,4,6.2,321,0
2022-12-15,PROP_014,28,1,9.6,75,0
2022-12-15,PROP_015,91,3,8.3,231,1
2022-12-15,PROP_016,29,1,8,87,0
2022-12-15,PROP_017,75,2,8,183,1
2022-12-15,PROP_018,105,4,8.3,270,0
2022-12-15,PROP_019,80,3,9.8,196,0
2022-12-15,PROP_020,71,2,7.3,200,1
2022-12-15,PROP_021,55,2,9.1,134,0
2022-12-15,PROP_022,45,1,6.3,125,0
2022-12-15,PROP_023,104,4,8.3,269,0
2022-12-15,PROP_024,47,2,7.2,140,0
2022-12-15,PROP_025,32,1,6.6,93,0
2022-12-15,PROP_026,52,2,6.2,133,0
2022-12-15,PROP_027,100,3,7.9,258,1
2022-12-15,PROP_028,29,1,7.6,74,0
2022-12-15,PROP_029,113,4,7.2,295,0
2022-12-15,PROP_030,29,1,10,80,1
2022-12-15,PROP_031,117,4,9.5,299,1
2022-12-15,PROP_032,119,4,7,280,1
2022-12-15,PROP_033,26,1,6.5,81,0
2022-12-15,PROP_034,70,2,8.5,176,1
2022-12-15,PROP_035,65,2,6.6,161,0
2022-12-15,PROP_036,21,1,6.8,60,0
2022-12-15,PROP_037,68,2,7.6,204,1
2022-12-15,PROP_038,53,2,9.1,148,1
2022-12-15,PROP_039,103,4,6.1,303,0
2022-12-15,PROP_040,96,3,9.3,246,1
2022-12-15,PROP_041,113,4,6.7,269,1
2022-12-15,PROP_042,85,3,9.8,217,1
2022-12-15,PROP_043,95,3,9.4,246,1
2022-12-15,PROP_044,30,1,7.5,70,1
2022-12-15,PROP_045,33,1,6.4,97,0
2022-12-15,PROP_046,56,2,8.7,145,1
2022-12-15,PROP_047,45,1,8.3,126,1
2022-12-15,PROP_048,110,4,6.5,304,0
2022-12-15,PROP_049,20,1,8.8,59,1
2022-12-15,PROP_050,89,3,9.3,223,0
2022-12-16,PROP_001,47,2,8,157,0
2022-12-16,PROP_002,22,1,7.6,77,0
2022-12-16,PROP_003,115,4,7.9,325,1
2022-12-16,PROP_004,72,2,7.7,219,0
2022-12-16,PROP_005,26,1,9.2,88,1
2022-12-16,PROP_006,101,4,9.1,301,0
2022-12-16,PROP_007,117,4,6.6,366,0
2022-12-16,PROP_008,64,2,9.5,200,0
2022-12-16,PROP_009,43,1,9.9,136,0
2022-12-16,PROP_010,39,1,9.8,129,1
2022-12-16,PROP_011,102,4,7.8,302,1
2022-12-16,PROP_012,54,2,8.8,157,1
2022-12-16,PROP_013,116,4,6.2,376,0
2022-12-16,PROP_014,28,1,9.6,88,0
2022-12-16,PROP_015,91,3,8.3,268,0
2022-12-16,PROP_016,29,1,8,98,0
2022-12-16,PROP_017,75,2,8,231,0
2022-12-16,PROP_018,105,4,8.3,357,0
2022-12-16,PROP_019,80,3,9.8,273,0
2022-12-16,PROP_020,71,2,7.3,237,0
2022-12-16,PROP_021,55,2,9.1,181,1
2022-12-16,PROP_022,45,1,6.3,133,0
2022-12-16,PROP_023,104,4,8.3,298,1
2022-12-16,PROP_024,47,2,7.2,162,0
2022-12-16,PROP_025,32,1,6.6,125,1
2022-12-16,PROP_026,52,2,6.2,153,0
2022-12-16,PROP_027,100,3,7.9,281,0
2022-12-16,PROP_028,29,1,7.6,91,0
2022-12-16,PROP_029,113,4,7.2,348,0
2022-12-16,PROP_030,29,1,10,97,1
2022-12-16,PROP_031,117,4,9.5,362,1
2022-12-16,PROP_032,119,4,7,346,0
2022-12-16,PROP_033,26,1,6.5,92,0
2022-12-16,PROP_034,70,2,8.5,246,1
2022-12-16,PROP_035,65,2,6.6,188,1
2022-12-16,PROP_036,21,1,6.8,71,1
2022-12-16,PROP_037,68,2,7.6,214,0
2022-12-16,PROP_038,53,2,9.1,160,1
2022-12-16,PROP_039,103,4,6.1,328,0
2022-12-16,PROP_040,96,3,9.3,319,0
2022-12-16,PROP_041,113,4,6.7,339,0
2022-12-16,PROP_042,85,3,9.8,255,1
2022-12-16,PROP_043,95,3,9.4,267,1
2022-12-16,PROP_044,30,1,7.5,98,0
2022-12-16,PROP_045,33,1,6.4,118,0
2022-12-16,PROP_046,56,2,8.7,170,0
2022-12-16,PROP_047,45,1,8.3,134,0
2022-12-16,PROP_048,110,4,6.5,359,0
2022-12-16,PROP_049,20,1,8.8,62,1
2022-12-16,PROP_050,89,3,9.3,311,0
2022-12-17,PROP_001,47,2,8,154,0
2022-12-17,PROP_002,22,1,7.6,77,1
2022-12-17,PROP_003,115,4,7.9,376,0
2022-12-17,PROP_004,72,2,7.7,237,0
2022-12-17,PROP_005,26,1,9.2,98,1
2022-12-17,PROP_006,101,4,9.1,301,0
2022-12-17,PROP_007,117,4,6.6,350,0
2022-12-17,PROP_008,64,2,9.5,216,0
2022-12-17,PROP_009,43,1,9.9,156,0
2022-12-17,PROP_010,39,1,9.8,142,0
2022-12-17,PROP_011,102,4,7.8,298,0
